,isPos,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,Positive,0.6514375681727572,0.43102441860465135,-0.3239373265282392,-0.32647362458471746,1.2768049611794032,0.7934250249667775,-1.1608300807807306,-0.3935526523588042,-0.7252673523421931,0.002888661744186047,-0.015589133554817305,0.37804368571428565,-1.219434770880398,-0.31756987342192705,1.201243940697676,0.2807900263122922,0.20943456360465112,0.01970101511627907,-1.083954895,-0.8223102125415294,-0.08202338571428563,0.816818213172758,0.6048386874750831,-0.08657588338870437,0.47522915099667806,-4.780483004651162,-0.9334227998172756,0.19057968457142854,0.5523928029900335,-0.7295380481063126,9.182862380066465,0.1198226669435216,-0.6297914913289034,-0.8884755135880403,0.11612812322259128,-0.1218870455149502,0.12628487101328897,0.38268226990033266,0.2565209733222589,-0.41499943355481733,-0.333971851807309,0.6388322865946842,-0.13726935951827243,0.10769165322093012,-0.08900772933554824,0.17724093421926904,-0.4546090440199332,-0.6140887300830565,-0.1273731900332226,0.09393138025249176
1,Positive,0.5297440196506549,0.44766871790393004,-0.4198829318777292,-0.2040806676855895,0.7426795152838434,0.5467916133187771,-0.8177003886462881,-0.22777695283842808,-0.5056064486462879,-0.1736264355021834,0.039329454585152857,0.5691989978165942,-0.8313155414847161,-0.4462763110043667,0.847255010043668,0.2116894637117904,0.16571718558951964,-0.09492685231441043,-0.8669518807860258,-0.5160319475982534,0.06747006462882099,0.44952931572052424,0.4253208819825328,-0.06826382532751092,0.23255592401746722,-3.2173721877729267,-0.6170785759825329,-0.06854780908296945,0.07563960698689957,-0.4079158737554584,6.160201436681221,0.014041989082969443,-0.391002472489083,-0.6602562506113535,0.19870584733624463,-0.05078421528384275,0.1658206318777293,0.30473229825327514,0.11622730218777302,-0.32611074541484697,-0.04168975770742358,0.5912030554585151,-0.11374963144104809,-0.11961540052401758,-0.18097126200873373,0.28590518471615717,-0.4098830027510912,-0.692249534017467,-0.16081984200873364,0.06541407860261997
2,Positive,0.6698251513846151,0.3533897822707694,-0.4118920953846152,-0.2795244292307694,0.9452568454769226,0.5120258796923077,-0.7255142993846148,-0.23647025015384618,-0.517491518123077,-0.06386416984615383,0.10248891280000005,0.11438438953846154,-0.6495576858461538,-0.28300323969230806,0.9340262387692301,0.0379450024307692,0.12116806058461538,0.0245566116923077,-0.7459672735384615,-0.39439908953846176,-0.05499176215384616,0.4096061449230769,0.17610431692307701,-0.026807254461538494,0.3145531286153847,-3.3389754636923077,-0.7684516520000007,-0.010099834769230804,0.29119985575384605,-0.3487368061538459,6.440000221538466,0.06565299323076922,-0.571291434215385,-0.7515893055384614,-0.025124815969230732,0.10660721261538457,0.038720826153846186,0.24671355089230748,0.09748929999999999,-0.27382741907692326,-0.24008813962461528,0.3612197389538462,-0.007252934861538487,-0.02717297341538466,-0.07744804153846148,0.0790516412307692,-0.2833781738461537,-0.48328690049230766,-0.04530099476923074,-0.1972470878276922
3,Positive,0.6236277941810339,0.43945396142241405,-0.3307734950431033,-0.1360487400862069,0.8691691777801732,0.5659546036422413,-0.6759023558685348,-0.39863449504310366,-0.5068682768318965,0.046328712047413775,-0.14157214818965527,0.25697155530172405,-0.8163623105172416,-0.1391016522090519,0.9232605492241382,0.17362342737068967,0.0767837480603449,0.015636455301724146,-0.7840256726293101,-0.6294864646551728,0.013839407758620673,0.5778732530172414,0.517755799103448,0.07682566939655164,0.40700369935344777,-3.280094816810348,-0.9920188584051722,0.2748804692672415,0.49096906312500016,-0.51153529762931,6.808186872413795,-0.03548891206896557,-0.25549679267241365,-0.7780594075431032,0.06994567717672412,-0.03971190581896554,0.0015032488362068746,0.09852378038793114,0.1161598724568965,-0.3744020226293105,-0.2554327916314656,0.4348474077586206,-0.014910856465517243,0.04639898002155176,-0.09082322079741374,0.2000038538793102,-0.10382838146551716,-0.48029989331896544,-0.04622008426724143,0.11023049374999999
4,Positive,0.7847445747169814,0.6813778279245276,-0.40375290633962246,-0.12583014303144655,1.062379258742139,0.6322708031069185,-1.379446129308177,-0.7600631266666668,-0.5862475781132072,0.03620099700628933,0.029455820603773487,0.360990378616353,-0.973332368943396,-0.08387936361006297,1.4291176425157215,0.2711186419622642,0.23504165358490572,0.0849347564779874,-1.415693763647801,-0.9004947410062886,0.1669104976100629,0.5495040428930821,0.8369667352805032,0.17993935355974872,0.4100797924528308,-4.523620376352202,-1.4389586511949695,0.20728817411320757,0.3611868093836477,-0.8953281821383646,10.107463964276738,0.04391328963522011,-0.5176459992075467,-0.942706216477989,0.09315638246540893,0.04195253547169809,0.380390411572327,0.13803826915723266,-0.029215152450314554,-0.5877844710691825,-0.26314073944779925,0.5346968895094345,-0.21883826511949664,-0.08622218557232708,-0.32093502821383657,0.3586247938364784,-0.3310567582767295,-0.7896173004905668,-0.2733800029811319,0.029067949001257906
5,Positive,0.6986382387533878,0.5758506688672086,-0.3301637772357724,-0.1302922799457996,0.9709519454471555,0.7086466663685634,-0.9222112804878045,-0.5590517395663962,-0.511749798211382,-0.04104019447154471,0.011824573712737093,0.3499120642276422,-0.7971310590785913,-0.08545168086720867,0.9806182636856379,0.15615878856368567,0.23660446178861802,0.1795442953929539,-1.1809633718157169,-0.6433508338753388,0.02496623008130082,0.6338958387533872,0.5103324265582655,0.038728693224932276,0.5242603880758813,-3.6415825406233067,-1.0166781601626012,0.14685891146341476,0.37165512780487814,-0.6154010710027096,7.852832726287263,0.10222496395663964,-0.31895263159891585,-0.7057552179403791,0.1520518161517616,0.062242536910569066,0.09931042005420054,0.17835444439024387,0.21558777425474265,-0.45307247398374045,-0.24056088135772344,0.5444186338482381,0.04474010544715447,-0.14032922138211384,-0.29910677533875324,0.3165120322493226,-0.16684344433604345,-0.7029026346883471,-0.04925510081300806,0.04123572363143633
6,Positive,0.4749978285714286,0.30653385357142865,-0.06716933124999999,0.11856111964285708,0.45450758093750016,0.2222395111160714,-0.8479067299107144,-0.4576894178571429,-0.16365554808035718,-0.0642858098214286,-0.03401714374999999,0.0557730859375,-0.5538889848214285,-0.17278812665178567,0.534370570089286,0.11619498392857144,-0.05262811741071425,0.08949472276785711,-0.6453663950892857,-0.42664566517857144,0.4252433674999997,0.13484589709821437,0.15518102187500002,-0.11163054178571429,-0.05915786651785713,-2.3446128571428564,-0.6027444017857141,0.0046898822321428685,0.12350135473660716,-0.3013167691964286,5.224745312499996,0.08851620848214281,-0.13981092098214284,-0.41093335401785697,0.026223508973214318,-0.1173733696428572,-0.08267435937500008,0.17722739776785726,0.22230165624999992,-0.1718577564732142,-0.23530038044642856,0.18242366874999985,-0.03775786566964286,0.026130644419642857,-0.11220844821428573,0.10985485857142861,-0.25477833450892856,-0.29820004464285726,-0.09828838839285714,-0.013730715937499947
7,Positive,0.5542144497536946,0.6055685150246305,-0.33228753736453215,-0.13955630911330047,0.8594097386453201,0.5513030778325118,-0.8069266354679795,-0.47784456280788157,-0.41106560334975345,0.057213769137931116,0.008515357142857139,0.32571020973399,-0.64063249408867,-0.1177078270197044,0.8100509371921177,0.11158306253694572,0.19101090665024623,0.11294088302955661,-0.8555867196450738,-0.6168548275862066,-0.00805909433497537,0.5634697147783253,0.3776142592955663,-0.05680470443349754,0.44793097783251185,-3.169858404926108,-0.9918757027093599,0.14560191256157645,0.42476413748768516,-0.4032490177339903,6.732634629753704,0.057531430788177365,-0.31438381354679795,-0.6502572931034485,0.10696155248768476,-0.006774417179802972,0.02420919236453203,0.17978463384236443,0.15921534431034476,-0.3779517226600988,-0.20920009903694578,0.39734183223152714,0.06839783645320194,-0.07160420487684732,-0.1527818253128079,0.22300474241379314,-0.2261002648522165,-0.5183349960886695,-0.008679595812807906,0.0740520113546798
8,Positive,0.4585495237037039,0.6773333148148148,-0.5850471088888888,-0.15782684444444442,0.829695588888889,0.7175884407407407,-0.6728322548148151,-0.3385908637037035,-0.42726205066666667,-0.19378279244444457,-0.06940776962962963,0.24583795555555552,-0.5878808474074075,-0.4934002614814816,0.7136459562962966,0.0993876748148148,0.061406072592592564,0.0016900599999999945,-0.7454508770370373,-0.36342184444444436,0.10099465185185184,0.5206341674074076,0.2110622851851852,0.007420542222222226,0.2534960918518518,-3.0166498383703715,-0.7883700096296298,-0.18995860000000014,-0.01326608962962968,-0.32552822740740744,5.94346118518518,0.10644364888888891,-0.3420583226666669,-0.5087127185185186,0.20472560399999998,-0.14198208148148142,0.0702542518518519,0.22869789777777774,0.13091325629629622,-0.297598954074074,-0.1232575505851851,0.46672046511111104,0.012580757037037095,-0.16914273592592594,-0.1909989923185185,0.38364161925925944,-0.3899078133333332,-0.7618576296296301,-0.15138651481481488,-0.0024500940740740922
9,Positive,0.5195747635714283,0.6051619242857144,-0.49357544282142873,-0.07937055821428556,0.9698699415357146,0.6406304146428575,-0.9592317546428567,-0.2092487032142857,-0.3573121093214286,-0.09306599014285716,-0.10302571142857143,0.2517623775000002,-0.7268431253571429,-0.2051159875,0.8992683732142858,0.15272619428571424,0.08225205603571431,0.05139098892857146,-0.7674587064285715,-0.4969718789285714,0.1394219032428572,0.6703139342857143,0.3900439360714286,0.048443345642857134,0.4122232764285711,-3.286488637499999,-0.7777591903571432,0.0773680242857143,0.33363617142857127,-0.5256224800714286,6.705287599999998,0.16882082857142852,-0.3575494982857142,-0.5696227289285715,0.19964561467857134,-0.0014623653571428632,0.06374285928571428,0.2535531189285715,0.22846524,-0.3467963824999999,-0.32018058985357156,0.4557384385714287,-0.1977308667857142,-0.1414494011071428,-0.07120918306785716,0.1603618685714286,-0.2588186846428571,-0.656915339285714,-0.09336834392857135,0.14648047689285718
